"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
11,20,6,70,11200,"Pave","Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Hip","CompShg",7,7,4,"TA","TA","CBlock",3,3,4,4,6,134,1040,"GasA","Ex","Y",1,1040,1040,1,3,1,3,5,1,6,1965,3,1,384,3,3,"Y",2,2008,4,"Normal",129500
12,60,6,85,11924,"Pave","IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg",17,7,5,"Ex","TA","PConc",1,3,4,1,6,177,1175,"GasA","Ex","Y",1,1182,2324,3,4,1,1,11,1,4,2005,1,3,736,3,3,"Y",7,2006,4,"Partial",345000
13,20,6,60,12968,"Pave","IR2","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg",7,11,4,"TA","TA","CBlock",3,3,4,2,6,175,912,"GasA","TA","Y",1,912,912,1,2,1,3,4,1,6,1962,3,1,352,3,3,"Y",9,2008,4,"Normal",144000
14,20,6,91,10652,"Pave","IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,3,2,6,6,1494,1494,"GasA","Ex","Y",1,1494,1494,2,3,1,2,7,1,2,2006,2,3,840,3,3,"Y",8,2007,4,"Partial",279500
15,20,6,57,10920,"Pave","IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg",9,9,2,"TA","TA","CBlock",3,3,4,3,6,520,1253,"GasA","TA","Y",1,1253,1253,1,2,1,3,5,1,2,1960,2,1,352,3,3,"Y",5,2008,5,"Normal",157000
16,45,8,51,6120,"Pave","Reg","Lvl",1,"Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","CompShg",16,16,4,"TA","TA","BrkTil",3,3,4,6,6,832,832,"GasA","Ex","Y",2,854,854,1,2,1,3,5,1,6,1991,3,2,576,3,3,"Y",7,2007,4,"Normal",132000
17,20,6,53,11241,"Pave","IR1","Lvl",1,"CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg",16,16,2,"TA","TA","CBlock",3,3,4,2,6,426,1004,"GasA","Ex","Y",1,1004,1004,1,2,1,3,5,1,2,1970,1,2,480,3,3,"Y",3,2010,4,"Normal",149000
18,90,6,72,10791,"Pave","Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1967,1967,"Gable","CompShg",9,9,4,"TA","TA","Slab",6,6,5,7,7,504,780,"GasA","TA","Y",1,1296,1296,2,2,2,3,6,1,5,1967,3,2,516,3,3,"Y",10,2006,4,"Normal",90000
19,20,6,66,13695,"Pave","Reg","Lvl",1,"Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg",15,15,4,"TA","TA","PConc",3,3,4,1,6,468,1114,"GasA","Ex","Y",1,1114,1114,1,3,1,2,6,1,6,2004,3,2,576,3,3,"Y",6,2008,9,"Normal",159000
20,20,6,70,7560,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1965,"Hip","CompShg",4,11,4,"TA","TA","CBlock",3,3,4,5,6,525,1029,"GasA","TA","Y",1,1339,1339,1,3,1,3,6,2,2,1958,3,1,294,3,3,"Y",5,2009,5,"Abnorml",139000
21,60,6,101,14215,"Pave","IR1","Lvl",1,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg",15,15,2,"Gd","TA","PConc",1,3,2,6,6,1158,1158,"GasA","Ex","Y",1,1158,2376,3,4,1,2,9,1,4,2005,2,3,853,3,3,"Y",11,2006,4,"Partial",325300
22,45,8,57,7449,"Pave","Reg","Bnk",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","CompShg",16,16,4,"TA","TA","PConc",3,3,4,6,6,637,637,"GasA","Ex","Y",3,1108,1108,1,3,1,2,6,1,2,1930,3,1,280,3,3,"N",6,2007,4,"Normal",139400
23,20,6,75,9742,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,6,6,1777,1777,"GasA","Ex","Y",1,1795,1795,2,3,1,2,7,1,2,2002,2,2,534,3,3,"Y",9,2008,4,"Normal",230000
24,120,8,44,4224,"Pave","Reg","Lvl",1,"Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7,1976,1976,"Gable","CompShg",6,9,4,"TA","TA","PConc",2,3,4,1,6,200,1040,"GasA","TA","Y",1,1060,1060,1,3,1,3,6,1,2,1976,3,2,572,3,3,"Y",6,2007,5,"Normal",129900
25,20,6,87,8246,"Pave","IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","CompShg",11,11,4,"TA","Gd","CBlock",3,3,3,4,2,204,1060,"GasA","Ex","Y",1,1060,1060,1,3,1,2,6,1,2,1968,3,1,270,3,3,"Y",5,2010,4,"Normal",154000
26,20,6,110,14230,"Pave","Reg","Lvl",1,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,3,4,6,6,1566,1566,"GasA","Ex","Y",1,1600,1600,2,3,1,2,7,1,2,2007,2,3,890,3,3,"Y",7,2009,4,"Normal",256300
27,20,6,60,7200,"Pave","Reg","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg",16,16,4,"TA","TA","CBlock",3,3,3,3,4,180,900,"GasA","TA","Y",1,900,900,1,3,1,2,5,1,6,2005,3,2,576,3,3,"Y",5,2010,4,"Normal",134800
28,20,6,98,11478,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg",15,15,5,"Gd","TA","PConc",1,3,4,1,6,486,1704,"GasA","Ex","Y",1,1704,1704,2,3,1,2,7,1,2,2008,2,3,772,3,3,"Y",5,2010,4,"Normal",306000
29,20,6,47,16321,"Pave","IR1","Lvl",1,"CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg",9,9,4,"TA","TA","CBlock",3,3,1,3,6,207,1484,"GasA","TA","Y",1,1600,1600,1,2,1,3,6,1,2,1957,2,1,319,3,3,"Y",12,2006,4,"Normal",207500
30,30,8,60,6324,"Pave","IR1","Lvl",1,"Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg",9,9,4,"TA","TA","BrkTil",3,3,4,6,6,520,520,"GasA","Fa","N",1,520,520,1,1,1,4,4,1,6,1920,3,1,240,4,3,"Y",5,2008,4,"Normal",68500
31,70,6,50,8500,"Pave","Reg","Lvl",1,"Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg",4,4,4,"TA","Fa","BrkTil",3,3,4,6,6,649,649,"GasA","TA","N",1,649,1317,1,3,1,3,6,1,6,1920,3,1,250,3,4,"N",7,2008,4,"Normal",40000
32,20,6,32,8544,"Pave","IR1","Lvl",1,"CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg",7,7,4,"TA","TA","CBlock",3,3,4,6,6,1228,1228,"GasA","Gd","Y",1,1228,1228,1,3,1,2,6,1,2,1966,3,1,271,3,3,"Y",6,2008,4,"Normal",149350
33,20,6,85,11049,"Pave","Reg","Lvl",1,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg",15,15,4,"Gd","TA","PConc",1,3,2,6,6,1234,1234,"GasA","Ex","Y",1,1234,1234,2,3,1,2,7,1,2,2007,2,2,484,3,3,"Y",1,2008,4,"Normal",179900
34,20,6,70,10552,"Pave","IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg",4,4,4,"TA","TA","CBlock",3,3,4,4,6,380,1398,"GasA","Gd","Y",1,1700,1700,1,4,1,2,6,1,2,1959,2,2,447,3,3,"Y",4,2010,4,"Normal",165500
35,120,6,60,7313,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg",9,9,2,"Ex","TA","PConc",1,3,4,1,6,408,1561,"GasA","Ex","Y",1,1561,1561,2,2,1,1,6,1,2,2005,1,2,556,3,3,"Y",8,2007,4,"Normal",277500
36,60,6,108,13418,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg",15,15,5,"Gd","TA","PConc",1,3,2,6,6,1117,1117,"GasA","Ex","Y",1,1132,2452,3,4,1,2,9,1,4,2004,1,3,691,3,3,"Y",9,2006,4,"Normal",309000
37,20,6,112,10859,"Pave","Reg","Lvl",1,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,4,6,6,1097,1097,"GasA","Ex","Y",1,1097,1097,1,3,1,3,6,1,2,1995,3,2,672,3,3,"Y",6,2009,4,"Normal",145000
38,20,6,74,8532,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg",16,16,2,"TA","TA","CBlock",3,3,4,4,6,84,1297,"GasA","Gd","Y",1,1297,1297,1,3,1,3,5,1,2,1954,1,2,498,3,3,"Y",10,2009,5,"Normal",153000
39,20,6,68,7922,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg",15,15,4,"TA","Gd","CBlock",3,3,4,1,6,326,1057,"GasA","TA","Y",1,1057,1057,1,3,1,2,5,1,6,1953,3,1,246,3,3,"Y",1,2010,4,"Abnorml",109000
40,90,6,65,6040,"Pave","Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg",1,11,4,"TA","TA","PConc",6,6,5,7,7,195,1517,"GasA","TA","N",4,1152,1152,2,2,2,4,6,1,7,1923,4,0,0,6,6,"N",6,2008,4,"AdjLand",82000
41,20,6,84,8658,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg",16,16,2,"TA","TA","CBlock",3,3,4,4,6,445,1088,"GasA","Ex","Y",1,1324,1324,2,3,1,3,6,1,2,1965,2,2,440,3,3,"Y",12,2006,4,"Abnorml",160000
42,20,6,115,16905,"Pave","Reg","Lvl",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg",15,15,4,"TA","Gd","CBlock",3,3,1,3,6,383,1350,"GasA","Gd","Y",1,1328,1328,1,2,1,3,5,1,2,1959,2,1,308,3,3,"P",7,2007,5,"Normal",170000
43,85,6,80,9180,"Pave","IR1","Lvl",1,"CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg",7,7,4,"TA","TA","CBlock",2,3,2,2,5,23,840,"GasA","Gd","Y",1,884,884,1,2,1,2,5,1,2,1983,2,2,504,3,2,"Y",12,2007,4,"Normal",144000
44,20,6,35,9200,"Pave","IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg",15,15,4,"TA","TA","CBlock",2,3,2,5,3,167,938,"GasA","TA","Y",1,938,938,1,3,1,3,5,1,6,1977,3,1,308,3,3,"Y",7,2008,4,"Normal",130250
45,20,6,70,7945,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg",4,16,4,"TA","TA","CBlock",3,3,4,2,3,465,1150,"GasA","Ex","Y",2,1150,1150,1,3,1,3,6,1,2,1959,2,1,300,3,3,"Y",5,2006,4,"Normal",141000
46,120,6,61,7658,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg",9,9,2,"Ex","TA","PConc",1,3,4,1,6,1296,1752,"GasA","Ex","Y",1,1752,1752,2,2,1,1,6,1,2,2005,2,2,576,3,3,"Y",2,2010,5,"Normal",319900
47,50,6,48,12822,"Pave","IR1","Lvl",1,"CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg",15,15,4,"Gd","TA","PConc",1,3,4,1,6,83,1434,"GasA","Ex","Y",1,1518,2149,1,1,1,2,6,1,2,2003,2,2,670,3,3,"Y",8,2009,4,"Abnorml",239686
48,20,3,84,11096,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,2,1,6,1632,1656,"GasA","Ex","Y",1,1656,1656,2,3,1,2,7,1,2,2006,2,3,826,3,3,"Y",7,2007,4,"Normal",249700
49,190,8,33,4456,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg",9,9,4,"TA","TA","BrkTil",3,3,4,6,6,736,736,"GasA","Gd","Y",1,736,1452,2,2,3,3,8,1,7,1960,4,0,0,6,6,"N",6,2009,4,"Partial",113000
50,20,6,66,7742,"Pave","Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg",7,7,4,"TA","TA","CBlock",3,3,4,3,6,192,955,"GasA","Ex","Y",1,955,955,1,3,1,3,6,1,2,1966,3,1,386,3,3,"Y",1,2007,4,"Normal",127000
51,60,6,81,13869,"Pave","IR2","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,2,1,6,612,794,"GasA","Gd","Y",1,794,1470,2,3,1,3,6,1,2,1997,1,2,388,3,3,"Y",7,2007,5,"Normal",177000
52,50,8,52,6240,"Pave","Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg",16,16,4,"TA","TA","PConc",3,3,4,6,6,816,816,"GasA","TA","Y",1,816,1176,1,3,1,3,6,1,6,1985,3,2,528,3,3,"Y",9,2006,4,"Normal",114500
53,90,8,110,8472,"Grvl","IR2","Bnk",1,"Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg",16,16,4,"Fa","TA","CBlock",2,3,1,5,1,849,816,"GasA","TA","N",1,816,816,1,2,1,3,5,1,5,1963,3,2,516,3,3,"Y",5,2010,2,"Normal",110000
54,20,6,68,50271,"Pave","IR1","Low",1,"Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl",17,15,4,"Gd","TA","CBlock",1,3,1,1,6,32,1842,"GasA","Gd","Y",1,1842,1842,0,3,1,2,5,1,2,1981,1,3,894,3,3,"Y",11,2006,8,"Normal",385000
55,80,6,60,7134,"Pave","Reg","Bnk",1,"Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg",9,9,4,"TA","TA","CBlock",3,3,4,2,6,935,384,"GasA","TA","Y",1,1360,1360,1,3,1,3,6,2,6,1962,3,2,572,3,3,"Y",2,2007,4,"Normal",130000
56,20,6,100,10175,"Pave","IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg",7,11,2,"TA","TA","CBlock",3,3,4,3,6,935,1425,"GasA","Gd","Y",1,1425,1425,2,3,1,3,7,1,2,1964,2,2,576,3,3,"Y",7,2008,4,"Normal",180500
57,160,3,24,2645,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg",9,9,2,"Gd","TA","PConc",2,3,4,1,6,321,970,"GasA","Ex","Y",1,983,1739,2,3,1,2,7,1,2,1999,1,2,480,3,3,"Y",8,2009,5,"Abnorml",172500
58,60,6,89,11645,"Pave","IR1","Lvl",1,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,6,6,860,860,"GasA","Ex","Y",1,860,1720,2,3,1,2,7,1,2,2004,2,2,565,3,3,"Y",8,2006,5,"Normal",196500
59,60,6,66,13682,"Pave","IR2","HLS",1,"CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",10,5,2006,2006,"Hip","CompShg",15,15,2,"Ex","TA","PConc",1,3,1,6,6,1410,1410,"GasA","Ex","Y",1,1426,2945,3,3,1,2,10,1,4,2006,1,3,641,3,3,"Y",10,2006,4,"Partial",438780
60,20,6,60,7200,"Pave","Reg","Bnk",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg",7,7,4,"TA","TA","CBlock",3,3,2,2,6,148,780,"GasA","Ex","Y",1,780,780,1,2,1,3,4,1,6,1973,3,1,352,3,3,"Y",1,2008,4,"Normal",124900
61,20,6,63,13072,"Pave","Reg","Lvl",1,"Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,4,2,6,217,1158,"GasA","Ex","Y",1,1158,1158,1,3,1,2,5,1,6,2006,3,2,576,3,3,"Y",5,2006,4,"Partial",158000
62,75,8,60,7200,"Pave","Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg",9,9,4,"TA","TA","BrkTil",3,4,4,6,6,530,530,"GasA","TA","N",1,581,1111,1,3,1,4,6,1,6,1935,3,1,288,3,3,"N",3,2007,7,"Normal",101000
63,120,6,44,6442,"Pave","IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,2,3,1,6,1346,1370,"GasA","Ex","Y",1,1370,1370,2,2,1,2,6,1,2,2006,2,2,484,3,3,"Y",10,2007,7,"Normal",202500
64,70,8,50,10300,"Pave","IR1","Bnk",1,"Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg",14,14,4,"TA","TA","BrkTil",3,3,4,6,6,576,576,"GasA","Gd","Y",1,902,1710,2,3,1,3,9,1,6,1990,3,2,480,3,3,"Y",4,2010,2,"Normal",140000
65,60,6,40,9375,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg",15,15,2,"TA","TA","PConc",2,3,4,1,6,318,1057,"GasA","Ex","Y",1,1057,2034,2,3,1,2,8,1,2,1998,2,2,645,3,3,"Y",2,2009,4,"Normal",219500
66,60,6,76,9591,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg",15,15,2,"Gd","TA","PConc",1,3,2,6,6,1143,1143,"GasA","Ex","Y",1,1143,2473,2,4,1,2,9,1,4,2004,2,3,852,3,3,"Y",10,2007,5,"Normal",317000
67,20,6,81,19900,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,1970,1989,"Gable","CompShg",11,11,2,"TA","TA","CBlock",2,3,1,1,6,1035,1947,"GasA","TA","Y",1,2207,2207,2,3,1,3,7,2,2,1970,2,2,576,3,3,"Y",7,2010,5,"Normal",180000
68,20,6,72,10665,"Pave","IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,2,1,6,440,1453,"GasA","Ex","Y",1,1479,1479,2,3,1,2,7,1,2,2003,2,2,558,3,3,"Y",6,2007,5,"Normal",226000
69,30,8,47,4608,"Pave","Reg","Lvl",1,"Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg",9,9,4,"TA","Gd","CBlock",3,3,4,6,6,747,747,"GasA","TA","Y",1,747,747,1,2,1,3,4,1,2,1945,3,1,220,3,3,"Y",6,2010,8,"Normal",80000
70,50,6,81,15593,"Pave","Reg","Lvl",1,"Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg",4,1,4,"Gd","TA","CBlock",3,3,4,3,6,701,1304,"GasW","TA","Y",1,1304,2287,2,3,1,3,7,1,2,1953,1,2,667,3,3,"Y",7,2006,4,"Normal",225000
71,20,6,95,13651,"Pave","IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg",11,11,2,"TA","Gd","CBlock",2,3,1,2,6,343,2223,"GasA","Ex","Y",1,2223,2223,2,3,1,3,8,1,2,1973,1,2,516,3,3,"Y",2,2007,4,"Normal",244000
72,20,6,69,7599,"Pave","Reg","Lvl",1,"Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg",7,11,4,"TA","TA","CBlock",3,3,4,2,6,280,845,"GasA","TA","Y",1,845,845,1,2,1,3,4,1,6,1987,3,2,360,3,3,"Y",6,2007,4,"Normal",129500
73,60,6,74,10141,"Pave","IR1","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg",15,15,2,"TA","TA","PConc",2,3,4,6,6,832,832,"GasA","Gd","Y",1,885,1718,2,3,1,3,7,1,2,1998,1,2,427,3,3,"Y",12,2009,4,"Normal",185000
