"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
16,45,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",NA,"TA","TA","BrkTil","TA","TA","No","Unf",NA,"Unf",NA,832,832,"GasA","Ex","Y","FuseA",854,NA,NA,854,NA,NA,1,NA,2,1,"TA",5,"Typ",NA,NA,"Detchd",1991,"Unf",2,576,"TA","TA","Y",48,112,NA,NA,NA,NA,NA,"GdPrv",NA,NA,7,2007,"WD","Normal",132000
17,20,"RL",NA,11241,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",180,"TA","TA","CBlock","TA","TA","No","ALQ",578,"Unf",NA,426,1004,"GasA","Ex","Y","SBrkr",1004,NA,NA,1004,1,NA,1,NA,2,1,"TA",5,"Typ",1,"TA","Attchd",1970,"Fin",2,480,"TA","TA","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Shed",700,3,2010,"WD","Normal",149000
18,90,"RL",72,10791,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","None",NA,"TA","TA","Slab",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GasA","TA","Y","SBrkr",1296,NA,NA,1296,NA,NA,2,NA,2,2,"TA",6,"Typ",NA,NA,"CarPort",1967,"Unf",2,516,"TA","TA","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Shed",500,10,2006,"WD","Normal",90000
19,20,"RL",66,13695,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",NA,"TA","TA","PConc","TA","TA","No","GLQ",646,"Unf",NA,468,1114,"GasA","Ex","Y","SBrkr",1114,NA,NA,1114,1,NA,1,1,3,1,"Gd",6,"Typ",NA,NA,"Detchd",2004,"Unf",2,576,"TA","TA","Y",NA,102,NA,NA,NA,NA,NA,NA,NA,NA,6,2008,"WD","Normal",159000
20,20,"RL",70,7560,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1965,"Hip","CompShg","BrkFace","Plywood","None",NA,"TA","TA","CBlock","TA","TA","No","LwQ",504,"Unf",NA,525,1029,"GasA","TA","Y","SBrkr",1339,NA,NA,1339,NA,NA,1,NA,3,1,"TA",6,"Min1",NA,NA,"Attchd",1958,"Unf",1,294,"TA","TA","Y",NA,NA,NA,NA,NA,NA,NA,"MnPrv",NA,NA,5,2009,"COD","Abnorml",139000
21,60,"RL",101,14215,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",380,"Gd","TA","PConc","Ex","TA","Av","Unf",NA,"Unf",NA,1158,1158,"GasA","Ex","Y","SBrkr",1158,1218,NA,2376,NA,NA,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,NA,NA,NA,NA,NA,NA,NA,NA,11,2006,"New","Partial",325300
22,45,"RM",57,7449,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",NA,"TA","TA","PConc","TA","TA","No","Unf",NA,"Unf",NA,637,637,"GasA","Ex","Y","FuseF",1108,NA,NA,1108,NA,NA,1,NA,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1930,"Unf",1,280,"TA","TA","N",NA,NA,205,NA,NA,NA,NA,"GdPrv",NA,NA,6,2007,"WD","Normal",139400
23,20,"RL",75,9742,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",281,"Gd","TA","PConc","Gd","TA","No","Unf",NA,"Unf",NA,1777,1777,"GasA","Ex","Y","SBrkr",1795,NA,NA,1795,NA,NA,2,NA,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,534,"TA","TA","Y",171,159,NA,NA,NA,NA,NA,NA,NA,NA,9,2008,"WD","Normal",230000
24,120,"RM",44,4224,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",NA,"TA","TA","PConc","Gd","TA","No","GLQ",840,"Unf",NA,200,1040,"GasA","TA","Y","SBrkr",1060,NA,NA,1060,1,NA,1,NA,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Unf",2,572,"TA","TA","Y",100,110,NA,NA,NA,NA,NA,NA,NA,NA,6,2007,"WD","Normal",129900
25,20,"RL",NA,8246,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","CompShg","Plywood","Plywood","None",NA,"TA","Gd","CBlock","TA","TA","Mn","Rec",188,"ALQ",668,204,1060,"GasA","Ex","Y","SBrkr",1060,NA,NA,1060,1,NA,1,NA,3,1,"Gd",6,"Typ",1,"TA","Attchd",1968,"Unf",1,270,"TA","TA","Y",406,90,NA,NA,NA,NA,NA,"MnPrv",NA,NA,5,2010,"WD","Normal",154000
26,20,"RL",110,14230,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",640,"Gd","TA","PConc","Gd","TA","No","Unf",NA,"Unf",NA,1566,1566,"GasA","Ex","Y","SBrkr",1600,NA,NA,1600,NA,NA,2,NA,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,890,"TA","TA","Y",NA,56,NA,NA,NA,NA,NA,NA,NA,NA,7,2009,"WD","Normal",256300
27,20,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",NA,"TA","TA","CBlock","TA","TA","Mn","BLQ",234,"Rec",486,180,900,"GasA","TA","Y","SBrkr",900,NA,NA,900,NA,1,1,NA,3,1,"Gd",5,"Typ",NA,NA,"Detchd",2005,"Unf",2,576,"TA","TA","Y",222,32,NA,NA,NA,NA,NA,NA,NA,NA,5,2010,"WD","Normal",134800
28,20,"RL",98,11478,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",200,"Gd","TA","PConc","Ex","TA","No","GLQ",1218,"Unf",NA,486,1704,"GasA","Ex","Y","SBrkr",1704,NA,NA,1704,1,NA,2,NA,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,772,"TA","TA","Y",NA,50,NA,NA,NA,NA,NA,NA,NA,NA,5,2010,"WD","Normal",306000
29,20,"RL",47,16321,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","MetalSd","None",NA,"TA","TA","CBlock","TA","TA","Gd","BLQ",1277,"Unf",NA,207,1484,"GasA","TA","Y","SBrkr",1600,NA,NA,1600,1,NA,1,NA,2,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"RFn",1,319,"TA","TA","Y",288,258,NA,NA,NA,NA,NA,NA,NA,NA,12,2006,"WD","Normal",207500
30,30,"RM",60,6324,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",NA,"TA","TA","BrkTil","TA","TA","No","Unf",NA,"Unf",NA,520,520,"GasA","Fa","N","SBrkr",520,NA,NA,520,NA,NA,1,NA,1,1,"Fa",4,"Typ",NA,NA,"Detchd",1920,"Unf",1,240,"Fa","TA","Y",49,NA,87,NA,NA,NA,NA,NA,NA,NA,5,2008,"WD","Normal",68500
31,70,"C (all)",50,8500,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg","BrkFace","BrkFace","None",NA,"TA","Fa","BrkTil","TA","TA","No","Unf",NA,"Unf",NA,649,649,"GasA","TA","N","SBrkr",649,668,NA,1317,NA,NA,1,NA,3,1,"TA",6,"Typ",NA,NA,"Detchd",1920,"Unf",1,250,"TA","Fa","N",NA,54,172,NA,NA,NA,NA,"MnPrv",NA,NA,7,2008,"WD","Normal",40000
32,20,"RL",NA,8544,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","HdBoard","None",NA,"TA","TA","CBlock","TA","TA","No","Unf",NA,"Unf",NA,1228,1228,"GasA","Gd","Y","SBrkr",1228,NA,NA,1228,NA,NA,1,1,3,1,"Gd",6,"Typ",NA,NA,"Attchd",1966,"Unf",1,271,"TA","TA","Y",NA,65,NA,NA,NA,NA,NA,"MnPrv",NA,NA,6,2008,"WD","Normal",149350
33,20,"RL",85,11049,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",NA,"Gd","TA","PConc","Ex","TA","Av","Unf",NA,"Unf",NA,1234,1234,"GasA","Ex","Y","SBrkr",1234,NA,NA,1234,NA,NA,2,NA,3,1,"Gd",7,"Typ",NA,NA,"Attchd",2007,"RFn",2,484,"TA","TA","Y",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,1,2008,"WD","Normal",179900
34,20,"RL",70,10552,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",NA,"TA","TA","CBlock","TA","TA","No","Rec",1018,"Unf",NA,380,1398,"GasA","Gd","Y","SBrkr",1700,NA,NA,1700,NA,1,1,1,4,1,"Gd",6,"Typ",1,"Gd","Attchd",1959,"RFn",2,447,"TA","TA","Y",NA,38,NA,NA,NA,NA,NA,NA,NA,NA,4,2010,"WD","Normal",165500
35,120,"RL",60,7313,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",246,"Ex","TA","PConc","Ex","TA","No","GLQ",1153,"Unf",NA,408,1561,"GasA","Ex","Y","SBrkr",1561,NA,NA,1561,1,NA,2,NA,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,556,"TA","TA","Y",203,47,NA,NA,NA,NA,NA,NA,NA,NA,8,2007,"WD","Normal",277500
36,60,"RL",108,13418,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",132,"Gd","TA","PConc","Ex","TA","Av","Unf",NA,"Unf",NA,1117,1117,"GasA","Ex","Y","SBrkr",1132,1320,NA,2452,NA,NA,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,691,"TA","TA","Y",113,32,NA,NA,NA,NA,NA,NA,NA,NA,9,2006,"WD","Normal",309000
37,20,"RL",112,10859,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",NA,"TA","TA","PConc","Gd","TA","No","Unf",NA,"Unf",NA,1097,1097,"GasA","Ex","Y","SBrkr",1097,NA,NA,1097,NA,NA,1,1,3,1,"TA",6,"Typ",NA,NA,"Attchd",1995,"Unf",2,672,"TA","TA","Y",392,64,NA,NA,NA,NA,NA,NA,NA,NA,6,2009,"WD","Normal",145000
38,20,"RL",74,8532,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",650,"TA","TA","CBlock","TA","TA","No","Rec",1213,"Unf",NA,84,1297,"GasA","Gd","Y","SBrkr",1297,NA,NA,1297,NA,1,1,NA,3,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Fin",2,498,"TA","TA","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2009,"WD","Normal",153000
39,20,"RL",68,7922,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",NA,"TA","Gd","CBlock","TA","TA","No","GLQ",731,"Unf",NA,326,1057,"GasA","TA","Y","SBrkr",1057,NA,NA,1057,1,NA,1,NA,3,1,"Gd",5,"Typ",NA,NA,"Detchd",1953,"Unf",1,246,"TA","TA","Y",NA,52,NA,NA,NA,NA,NA,NA,NA,NA,1,2010,"WD","Abnorml",109000
40,90,"RL",65,6040,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","AsbShng","Plywood","None",NA,"TA","TA","PConc",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GasA","TA","N","FuseP",1152,NA,NA,1152,NA,NA,2,NA,2,2,"Fa",6,"Typ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2008,"WD","AdjLand",82000
41,20,"RL",84,8658,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",101,"TA","TA","CBlock","TA","TA","No","Rec",643,"Unf",NA,445,1088,"GasA","Ex","Y","SBrkr",1324,NA,NA,1324,NA,NA,2,NA,3,1,"TA",6,"Typ",1,"TA","Attchd",1965,"RFn",2,440,"TA","TA","Y",NA,138,NA,NA,NA,NA,NA,"GdWo",NA,NA,12,2006,"WD","Abnorml",160000
42,20,"RL",115,16905,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","VinylSd","VinylSd","None",NA,"TA","Gd","CBlock","TA","TA","Gd","BLQ",967,"Unf",NA,383,1350,"GasA","Gd","Y","SBrkr",1328,NA,NA,1328,NA,1,1,1,2,1,"TA",5,"Typ",2,"Gd","Attchd",1959,"RFn",1,308,"TA","TA","P",NA,104,NA,NA,NA,NA,NA,NA,NA,NA,7,2007,"WD","Normal",170000
43,85,"RL",NA,9180,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",NA,"TA","TA","CBlock","Gd","TA","Av","ALQ",747,"LwQ",93,NA,840,"GasA","Gd","Y","SBrkr",884,NA,NA,884,1,NA,1,NA,2,1,"Gd",5,"Typ",NA,NA,"Attchd",1983,"RFn",2,504,"TA","Gd","Y",240,NA,NA,NA,NA,NA,NA,"MnPrv",NA,NA,12,2007,"WD","Normal",144000
44,20,"RL",NA,9200,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg","VinylSd","VinylSd","None",NA,"TA","TA","CBlock","Gd","TA","Av","LwQ",280,"BLQ",491,167,938,"GasA","TA","Y","SBrkr",938,NA,NA,938,1,NA,1,NA,3,1,"TA",5,"Typ",NA,NA,"Detchd",1977,"Unf",1,308,"TA","TA","Y",145,NA,NA,NA,NA,NA,NA,"MnPrv",NA,NA,7,2008,"WD","Normal",130250
45,20,"RL",70,7945,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",NA,"TA","TA","CBlock","TA","TA","No","ALQ",179,"BLQ",506,465,1150,"GasA","Ex","Y","FuseA",1150,NA,NA,1150,1,NA,1,NA,3,1,"TA",6,"Typ",NA,NA,"Attchd",1959,"RFn",1,300,"TA","TA","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2006,"WD","Normal",141000
