"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
11,20,6,70,11200,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Hip","CompShg",7,7,4,501,"TA","TA","CBlock",3,3,4,4,906,6,0,134,1040,"GasA","Ex","Y",1,1040,550,514,1040,1,0,1,0,3,1,3,5,1,0,6,6,1965,3,1,384,3,3,"Y",0,0,0,0,0,0,5,5,6,0,2,2008,4,"Normal",129500
12,60,6,85,11924,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg",17,7,5,286,"Ex","TA","PConc",1,3,4,1,998,6,0,177,1175,"GasA","Ex","Y",1,1182,1142,513,2324,1,0,3,0,4,1,1,11,1,2,2,4,2005,1,3,736,3,3,"Y",147,21,0,0,0,0,5,5,6,0,7,2006,4,"Partial",345000
13,20,6,60,12968,"Pave",2,"IR2","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg",7,11,4,290,"TA","TA","CBlock",3,3,4,2,737,6,0,175,912,"GasA","TA","Y",1,912,1103,53,912,1,0,1,0,2,1,3,4,1,0,6,6,1962,3,1,352,3,3,"Y",140,0,0,0,176,0,5,5,6,0,9,2008,4,"Normal",144000
14,20,6,91,10652,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg",15,15,5,306,"Gd","TA","PConc",2,3,2,6,595,6,0,1494,1494,"GasA","Ex","Y",1,1494,754,528,1494,0,0,2,0,3,1,2,7,1,1,2,2,2006,2,3,840,3,3,"Y",160,33,0,0,0,0,5,5,6,0,8,2007,4,"Partial",279500
15,20,6,57,10920,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg",9,9,2,212,"TA","TA","CBlock",3,3,4,3,733,6,0,520,1253,"GasA","TA","Y",1,1253,622,436,1253,1,0,1,1,2,1,3,5,1,1,4,2,1960,2,1,352,3,3,"Y",0,213,176,0,0,0,5,3,6,0,5,2008,5,"Normal",157000
16,45,8,51,6120,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","CompShg",16,16,4,289,"TA","TA","BrkTil",3,3,4,6,251,6,0,832,832,"GasA","Ex","Y",2,854,546,144,854,0,0,1,0,2,1,3,5,1,0,6,6,1991,3,2,576,3,3,"Y",48,112,0,0,0,0,5,1,6,0,7,2007,4,"Normal",132000
17,20,6,53,11241,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg",16,16,2,180,"TA","TA","CBlock",3,3,4,2,578,6,0,426,1004,"GasA","Ex","Y",1,1004,779,234,1004,1,0,1,0,2,1,3,5,1,1,3,2,1970,1,2,480,3,3,"Y",0,0,0,0,0,0,5,5,4,700,3,2010,4,"Normal",149000
18,90,6,72,10791,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1967,1967,"Gable","CompShg",9,9,4,304,"TA","TA","Slab",6,6,5,7,1406,7,0,504,780,"GasA","TA","Y",1,1296,862,80,1296,0,0,2,0,2,2,3,6,1,0,6,5,1967,3,2,516,3,3,"Y",0,0,0,0,0,0,5,5,4,500,10,2006,4,"Normal",90000
19,20,6,66,13695,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg",15,15,4,456,"TA","TA","PConc",3,3,4,1,646,6,0,468,1114,"GasA","Ex","Y",1,1114,839,450,1114,1,0,1,1,3,1,2,6,1,0,6,6,2004,3,2,576,3,3,"Y",0,102,0,0,0,0,5,5,6,0,6,2008,9,"Normal",159000
20,20,6,70,7560,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1965,"Hip","CompShg",4,11,4,452,"TA","TA","CBlock",3,3,4,5,504,6,0,525,1029,"GasA","TA","Y",1,1339,424,420,1339,0,0,1,0,3,1,3,6,2,0,6,2,1958,3,1,294,3,3,"Y",0,0,0,0,0,0,5,2,6,0,5,2009,5,"Abnorml",139000
21,60,6,101,14215,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg",15,15,2,380,"Gd","TA","PConc",1,3,2,6,602,6,0,1158,1158,"GasA","Ex","Y",1,1158,1218,234,2376,0,0,3,1,4,1,2,9,1,1,2,4,2005,2,3,853,3,3,"Y",240,154,0,0,0,0,5,5,6,0,11,2006,4,"Partial",325300
22,45,8,57,7449,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","CompShg",16,16,4,452,"TA","TA","PConc",3,3,4,6,132,6,0,637,637,"GasA","Ex","Y",3,1108,639,397,1108,0,0,1,0,3,1,2,6,1,1,2,2,1930,3,1,280,3,3,"N",0,0,205,0,0,0,5,1,6,0,6,2007,4,"Normal",139400
23,20,6,75,9742,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg",15,15,2,281,"Gd","TA","PConc",2,3,4,6,1288,6,0,1777,1777,"GasA","Ex","Y",1,1795,650,513,1795,0,0,2,0,3,1,2,7,1,1,2,2,2002,2,2,534,3,3,"Y",171,159,0,0,0,0,5,5,6,0,9,2008,4,"Normal",230000
24,120,8,44,4224,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7,1976,1976,"Gable","CompShg",6,9,4,82,"TA","TA","PConc",2,3,4,1,840,6,0,200,1040,"GasA","TA","Y",1,1060,595,53,1060,1,0,1,0,3,1,3,6,1,1,3,2,1976,3,2,572,3,3,"Y",100,110,0,0,0,0,5,5,6,0,6,2007,5,"Normal",129900
25,20,6,87,8246,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","CompShg",11,11,4,877,"TA","Gd","CBlock",3,3,3,4,188,2,668,204,1060,"GasA","Ex","Y",1,1060,691,512,1060,1,0,1,0,3,1,2,6,1,1,3,2,1968,3,1,270,3,3,"Y",406,90,0,0,0,0,5,2,6,0,5,2010,4,"Normal",154000
26,20,6,110,14230,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg",15,15,5,640,"Gd","TA","PConc",2,3,4,6,224,6,0,1566,1566,"GasA","Ex","Y",1,1600,1523,514,1600,0,0,2,0,3,1,2,7,1,1,2,2,2007,2,3,890,3,3,"Y",0,56,0,0,0,0,5,5,6,0,7,2009,4,"Normal",256300
27,20,6,60,7200,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg",16,16,4,294,"TA","TA","CBlock",3,3,3,3,234,4,486,180,900,"GasA","TA","Y",1,900,728,80,900,0,1,1,0,3,1,2,5,1,0,6,6,2005,3,2,576,3,3,"Y",222,32,0,0,0,0,5,5,6,0,5,2010,4,"Normal",134800
28,20,6,98,11478,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg",15,15,5,200,"Gd","TA","PConc",1,3,4,1,1218,6,0,486,1704,"GasA","Ex","Y",1,1704,918,114,1704,1,0,2,0,3,1,2,7,1,1,2,2,2008,2,3,772,3,3,"Y",0,50,0,0,0,0,5,5,6,0,5,2010,4,"Normal",306000
29,20,6,47,16321,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg",9,9,4,112,"TA","TA","CBlock",3,3,1,3,1277,6,0,207,1484,"GasA","TA","Y",1,1600,448,431,1600,1,0,1,0,2,1,3,6,1,2,2,2,1957,2,1,319,3,3,"Y",288,258,0,0,0,0,5,5,6,0,12,2006,4,"Normal",207500
30,30,8,60,6324,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg",9,9,4,272,"TA","TA","BrkTil",3,3,4,6,510,6,0,520,520,"GasA","Fa","N",1,520,601,108,520,0,0,1,0,1,1,4,4,1,0,6,6,1920,3,1,240,4,3,"Y",49,0,87,0,0,0,5,5,6,0,5,2008,4,"Normal",68500
31,70,6,50,8500,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg",4,4,4,470,"TA","Fa","BrkTil",3,3,4,6,419,6,0,649,649,"GasA","TA","N",1,649,668,697,1317,0,0,1,0,3,1,3,6,1,0,6,6,1920,3,1,250,3,4,"N",0,54,172,0,0,0,5,2,6,0,7,2008,4,"Normal",40000
32,20,6,32,8544,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg",7,7,4,260,"TA","TA","CBlock",3,3,4,6,816,6,0,1228,1228,"GasA","Gd","Y",1,1228,899,479,1228,0,0,1,1,3,1,2,6,1,0,6,2,1966,3,1,271,3,3,"Y",0,65,0,0,0,0,5,2,6,0,6,2008,4,"Normal",149350
33,20,6,85,11049,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg",15,15,4,184,"Gd","TA","PConc",1,3,2,6,531,6,0,1234,1234,"GasA","Ex","Y",1,1234,872,392,1234,0,0,2,0,3,1,2,7,1,0,6,2,2007,2,2,484,3,3,"Y",0,30,0,0,0,0,5,5,6,0,1,2008,4,"Normal",179900
34,20,6,70,10552,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg",4,4,4,203,"TA","TA","CBlock",3,3,4,4,1018,6,0,380,1398,"GasA","Gd","Y",1,1700,878,514,1700,0,1,1,1,4,1,2,6,1,1,2,2,1959,2,2,447,3,3,"Y",0,38,0,0,0,0,5,5,6,0,4,2010,4,"Normal",165500
35,120,6,60,7313,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg",9,9,2,246,"Ex","TA","PConc",1,3,4,1,1153,6,0,408,1561,"GasA","Ex","Y",1,1561,816,420,1561,1,0,2,0,2,1,1,6,1,1,2,2,2005,1,2,556,3,3,"Y",203,47,0,0,0,0,5,5,6,0,8,2007,4,"Normal",277500
36,60,6,108,13418,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg",15,15,5,132,"Gd","TA","PConc",1,3,2,6,279,6,0,1117,1117,"GasA","Ex","Y",1,1132,1320,114,2452,0,0,3,1,4,1,2,9,1,1,2,4,2004,1,3,691,3,3,"Y",113,32,0,0,0,0,5,5,6,0,9,2006,4,"Normal",309000
37,20,6,112,10859,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg",15,15,4,353,"TA","TA","PConc",2,3,4,6,468,6,0,1097,1097,"GasA","Ex","Y",1,1097,600,473,1097,0,0,1,1,3,1,3,6,1,0,6,2,1995,3,2,672,3,3,"Y",392,64,0,0,0,0,5,5,6,0,6,2009,4,"Normal",145000
38,20,6,74,8532,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg",16,16,2,650,"TA","TA","CBlock",3,3,4,4,1213,6,0,84,1297,"GasA","Gd","Y",1,1297,880,528,1297,0,1,1,0,3,1,3,5,1,1,3,2,1954,1,2,498,3,3,"Y",0,0,0,0,0,0,5,5,6,0,10,2009,5,"Normal",153000
39,20,6,68,7922,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg",15,15,4,16,"TA","Gd","CBlock",3,3,4,1,731,6,0,326,1057,"GasA","TA","Y",1,1057,601,436,1057,1,0,1,0,3,1,2,5,1,0,6,6,1953,3,1,246,3,3,"Y",0,52,0,0,0,0,5,5,6,0,1,2010,4,"Abnorml",109000
40,90,6,65,6040,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg",1,11,4,148,"TA","TA","PConc",6,6,5,7,1038,7,0,195,1517,"GasA","TA","N",4,1152,639,384,1152,0,0,2,0,2,2,4,6,1,0,6,7,1923,4,0,0,6,6,"N",0,0,0,0,0,0,5,5,6,0,6,2008,4,"AdjLand",82000
41,20,6,84,8658,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg",16,16,2,101,"TA","TA","CBlock",3,3,4,4,643,6,0,445,1088,"GasA","Ex","Y",1,1324,866,360,1324,0,0,2,0,3,1,3,6,1,1,3,2,1965,2,2,440,3,3,"Y",0,138,0,0,0,0,5,3,6,0,12,2006,4,"Abnorml",160000
42,20,6,115,16905,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg",15,15,4,302,"TA","Gd","CBlock",3,3,1,3,967,6,0,383,1350,"GasA","Gd","Y",1,1328,738,572,1328,0,1,1,1,2,1,3,5,1,2,2,2,1959,2,1,308,3,3,"P",0,104,0,0,0,0,5,5,6,0,7,2007,5,"Normal",170000
43,85,6,80,9180,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg",7,7,4,260,"TA","TA","CBlock",2,3,2,2,747,5,93,23,840,"GasA","Gd","Y",1,884,1312,312,884,1,0,1,0,2,1,2,5,1,0,6,2,1983,2,2,504,3,2,"Y",240,0,0,0,0,0,5,2,6,0,12,2007,4,"Normal",144000
44,20,6,35,9200,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg",15,15,4,28,"TA","TA","CBlock",2,3,2,5,280,3,491,167,938,"GasA","TA","Y",1,938,730,481,938,1,0,1,0,3,1,3,5,1,0,6,6,1977,3,1,308,3,3,"Y",145,0,0,0,0,0,5,2,6,0,7,2008,4,"Normal",130250
45,20,6,70,7945,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg",4,16,4,156,"TA","TA","CBlock",3,3,4,2,179,3,506,465,1150,"GasA","Ex","Y",2,1150,1619,144,1150,1,0,1,0,3,1,3,6,1,0,6,2,1959,2,1,300,3,3,"Y",0,0,0,0,0,0,5,5,6,0,5,2006,4,"Normal",141000
46,120,6,61,7658,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg",9,9,2,412,"Ex","TA","PConc",1,3,4,1,456,6,0,1296,1752,"GasA","Ex","Y",1,1752,850,431,1752,1,0,2,0,2,1,1,6,1,1,2,2,2005,2,2,576,3,3,"Y",196,82,0,0,0,0,5,5,6,0,2,2010,5,"Normal",319900
47,50,6,48,12822,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg",15,15,4,18,"Gd","TA","PConc",1,3,4,1,1351,6,0,83,1434,"GasA","Ex","Y",1,1518,631,80,2149,1,0,1,1,1,1,2,6,1,1,1,2,2003,2,2,670,3,3,"Y",168,43,0,0,198,0,5,5,6,0,8,2009,4,"Abnorml",239686
48,20,3,84,11096,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg",15,15,4,168,"Gd","TA","PConc",2,3,2,1,24,6,0,1632,1656,"GasA","Ex","Y",1,1656,406,312,1656,0,0,2,0,3,1,2,7,1,0,6,2,2006,2,3,826,3,3,"Y",0,146,0,0,0,0,5,5,6,0,7,2007,4,"Normal",249700
49,190,8,33,4456,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg",9,9,4,178,"TA","TA","BrkTil",3,3,4,6,495,6,0,736,736,"GasA","Gd","Y",1,736,716,114,1452,0,0,2,0,2,3,3,8,1,0,6,7,1960,4,0,0,6,6,"N",0,0,102,0,0,0,5,5,6,0,6,2009,4,"Partial",113000
50,20,6,66,7742,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg",7,7,4,132,"TA","TA","CBlock",3,3,4,3,763,6,0,192,955,"GasA","Ex","Y",1,955,668,514,955,1,0,1,0,3,1,3,6,1,0,6,2,1966,3,1,386,3,3,"Y",0,0,0,0,0,0,5,2,6,0,1,2007,4,"Normal",127000
51,60,6,81,13869,"Pave",1,"IR2","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg",15,15,4,256,"TA","TA","PConc",2,3,2,1,182,6,0,612,794,"GasA","Gd","Y",1,794,676,205,1470,0,1,2,0,3,1,3,6,1,0,6,2,1997,1,2,388,3,3,"Y",0,75,0,0,0,0,5,5,6,0,7,2007,5,"Normal",177000
52,50,8,52,6240,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg",16,16,4,268,"TA","TA","PConc",3,3,4,6,104,6,0,816,816,"GasA","TA","Y",1,816,495,360,1176,0,0,1,0,3,1,3,6,1,1,2,6,1985,3,2,528,3,3,"Y",112,0,0,0,0,0,5,2,4,400,9,2006,4,"Normal",114500
53,90,8,110,8472,"Grvl",1,"IR2","Bnk",1,"Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg",16,16,4,258,"Fa","TA","CBlock",2,3,1,5,104,1,712,849,816,"GasA","TA","N",1,816,462,360,816,1,0,1,0,2,1,3,5,1,0,6,5,1963,3,2,516,3,3,"Y",106,0,0,0,0,0,5,5,6,0,5,2010,2,"Normal",110000
54,20,6,68,50271,"Pave",1,"IR1","Low",1,"Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl",17,15,4,199,"Gd","TA","CBlock",1,3,1,1,1810,6,0,32,1842,"GasA","Gd","Y",1,1842,838,360,1842,2,0,0,1,3,1,2,5,1,1,2,2,1981,1,3,894,3,3,"Y",857,72,0,0,0,0,5,5,6,0,11,2006,8,"Normal",385000
55,80,6,60,7134,"Pave",2,"Reg","Bnk",1,"Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg",9,9,4,158,"TA","TA","CBlock",3,3,4,2,384,6,0,935,384,"GasA","TA","Y",1,1360,1089,479,1360,0,0,1,0,3,1,3,6,2,1,3,6,1962,3,2,572,3,3,"Y",0,50,0,0,0,0,5,2,6,0,2,2007,4,"Normal",130000
56,20,6,100,10175,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg",7,11,2,272,"TA","TA","CBlock",3,3,4,3,490,6,0,935,1425,"GasA","Gd","Y",1,1425,590,156,1425,0,0,2,0,3,1,3,7,1,1,2,2,1964,2,2,576,3,3,"Y",0,0,0,407,0,0,5,5,6,0,7,2008,4,"Normal",180500
57,160,3,24,2645,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg",9,9,2,456,"Gd","TA","PConc",2,3,4,1,649,6,0,321,970,"GasA","Ex","Y",1,983,756,120,1739,1,0,2,1,3,1,2,7,1,0,6,2,1999,1,2,480,3,3,"Y",115,0,0,0,0,0,5,5,6,0,8,2009,5,"Abnorml",172500
